title,company_name,location,via,description,company_info
METHODs OF DETERMINING FAKE CONTENT USING ARTIFICIAL INTELLIGENCE,Upwork, Anywhere ,via Upwork,"Key Elements of Content Fake Tool:
• Checking for validness and deception. Models based on artificial intelligence and machine learning guarantee that the document supplied by the potential customer is genuine.
• Deciding the received document format. The received document's format can be determined by document verification solutions that use artificial intelligence...
• Actually, looking at the machine-readable zone (MZ) code. Plays out an assessment to check whether the field has been altered or not.
• State assessment of microprint. The fingerprint is scanned by the AI-powered document verification solution to confirm the document's authenticity.
• Pixel check for genuineness. Regardless of whether it can recognize slight changes in a solitary pixel, it identifies counterfeit characters.
• Document Metadata Checker. Examines the metadata behind records, from document size and correction history to the product used to make them.
• Use of counterfeit detection method is based on HSI, which stands for Hyperspectral Image Analysis or can use pre-determined and pre-trained models, such as ImageNet, ResNet50 or VGG19 data sets/ VGG16 network.

Our Team knows what we are looking at & would be obliged to have the right candidate for the project",https://www.upwork.com/freelance-jobs/apply/METHODs-DETERMINING-FAKE-CONTENT-USING-ARTIFICIAL-INTELLIGENCE_~01445b62ba3b4583f8/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
AI Machine Learning Scientist Associate,Elevance Health,"  Manchester, NH   ",via Elevance Health Careers,"AI Machine Learning Scientist Associate

Location: This position will work a hybrid model (remote and office). The Ideal candidate will live within 50 miles of one of our Elevance Health PulsePoint locations...

Preferred Location: Manchester, NH.

The AI Machine Learning Scientist Associate is responsible for junior level Artificial Intelligence (AI) scientific and statistical methods to assist with product creation, development and improvement.

How you will make an impact:
• Assists other Machine Learning Scientists with development and implementation of machine learning algorithms and data modeling.
• Assists in determining cause and effect relations .

Minimum Requirements:

Requires a Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent degree and 1 or more years of experience; or any combination of education and experience in configuration management, which would provide an equivalent background",https://careers.elevancehealth.com/en/jobs/jr104208/ai-machine-learning-scientist-associate/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Principal Artificial Intelligence (AI) Software Engineer,Microsoft, Anywhere ,via LinkedIn,"Microsoft Azure Artificial Intelligence High Performance Computing team is looking for a systems engineers to enable customers in deploying, monitoring, profiling, and debugging their applications on hyperscale cloud infrastructure. Azure is enabling the largest supercomputing deployments to tackle complex computational problems in public cloud, evident from the various High Performance Computing... (HPC) Stock Keeping Units (SKU) that have already made the mark on Top500, MLPerf and Graph500 rankings.

We are looking for a Principal Artificial Intelligence (AI) Software Engineer who would also bring to the table establishing best practices drive architectural changes and influence roadmap of relevant software and hardware components. Your work will directly impact business goals of a wide range of users and facilitate the next wave of growth and innovation in Artificial Intelligence, and High Performance Computing (HPC) in the cloud in general. We are looking for a Principal Artificial Intelligence Software Engineer who is committed to quality, wants the customer to succeed and get things done. You will join a phenomenal team of dedicated engineers and researchers with deep experience in high performance computing, machine learning, deep learning, middleware, and software engineering.

At this supercomputing scale, we need specialized tools and techniques to maintain the reliability, runtime performance, health of the system and running jobs continuing to meet the Service Level Agreements of users. Your job would be to use the state-of-the-art tools and techniques, find operational gaps and instrument features to achieve the smooth operation of cloud-native supercomputers.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond. 

Responsibilities
• Design and code solutions that improve the management of remote systems. 
• Leads by example within the team by producing extensible and maintainable. Optimizes, debugs, refactors, and reuses code to improve performance and maintainability, effectiveness, and return on investment (ROI). Applies metrics to drive the quality and stability of code, as well as appropriate coding patterns and best practices.
• Holds accountability as a Designated Responsible Individual (DRI) and mentors other engineers across products/solutions, working on call to monitor system/product/service for degradation, downtime, or interruptions
• Alerts stakeholders as to status and initiates actions to restore system/product/service for complex issues.
• Develops a playbook for the team to resolve issues.
• Coordinates people and resources to ensure DRI responsibilities are covered across teams
• Keep infrastructure services running and deliver code updates on a regular cadence to improve performance and reliability. 
• Maintains communication with key partners across the Microsoft ecosystem of engineers.
• Acts as a key contact for leadership to ensure alignment with partners' expectations. Considers partner teams across own organization and their end goals for products to drive and achieve desirable user experiences and fitting dynamic needs of partners/customers through product development.
• Dedicated to the mission to help ensure Azure platform is consistent on performance, can scale on-demand, and engineered to withstand the unparalleled computing demand from the customer workloads.
• Help build a test-driven engineering culture to reduce regressions and bugs in production and will set a higher bar for infrastructure quality.

Qualifications

Required/Minimum Qualifications:
• Bachelor's Degree in Computer Science, or related technical discipline AND 6+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, or Python
• OR equivalent experience.
• 5+ years of experience in Developing and Running Artificial Intelligence (AI) or High Performance Computing (HPC) applications on clusters or related.
• 5+ years of experience with AI software
• 2+ years of experience in tuning performance of AI or HPC applications

Background Check Requirements

Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings:
• Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire/transfer and every two years thereafter.

Preferred Qualifications
• Bachelor's Degree in Computer Science or related technical field AND 10+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, or Python
• OR Master's Degree in Computer Science or related technical field AND 8+ years technical engineering experience with coding in languages including, but not limited to, C, C++, C#, or Python
• OR equivalent experience.
• Hands-on knowledge in Compute Unified Device Architecture (CUDA), C++ Heterogenous-Compute Interface for Portability) HIP, or related parallel programming domains
• Exposure to operational challenges of running Artificial Intelligence/High Performance Computing (HPC) (Availability, Fault Tolerance) and Mitigation Mechanisms.
• Experience with running and troubleshooting Artificial Intelligence/Machine Learning workloads on clusters.
• Exposure to Cloud Computing, Virtualization and Container Technologies

Software Engineering IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year.

Certain roles may be eligible for benefits and other compensation.

Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

 

#azurecore

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations",https://www.linkedin.com/jobs/view/principal-artificial-intelligence-ai-software-engineer-at-microsoft-3815294454?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Product Marketing Expert - Artificial Intelligence,SAP,  Oregon   ,via Media Bistro,"We help the world run betterOur company culture is focused on helping our employees enable innovation by building breakthroughs together. How? We focus every day on building the foundation for tomorrow and creating a workplace that embraces differences, values flexibility, and is aligned to our purpose-driven and future-focused work. We offer a highly collaborative, caring team environment with a... strong focus on learning and development, recognition for your individual contributions, and a variety of benefit options for you to choose from. Apply now!SAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, we remain true to our roots. That’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We believe that together we can transform industries, grow economies, lift societies, and sustain our environment.SummaryArtificial Intelligence (AI) is the foundation for SAP’s vision of helping businesses become an Intelligent Enterprise. SAP delivers AI built for business that is relevant, reliable, and responsible across its entire portfolio of applicants. Whether it is automating complex, repetitive tasks or generating business insights, AI is the enabler that makes it happen.AI is also a key pillar of the SAP Business Technology Platform (BTP) strategy. It enables businesses to flexibly extend their business applications with ready-to-use AI business services, customer-specific models, and generative AI capabilities.The RoleOur team is responsible for product marketing & solution management for AI. This role is focused on product marketing of AI capabilities on SAP BTP as well as SAP’s AI assistant. As the AI Product Marketing Expert, your work will have a direct impact on SAP’s success in AI: You are helping communicate the value proposition of these products and will lead launches and announcements of products and major project capabilities across multiple stakeholder groups.ExperienceTrack-record of successfully defining and landing value proposition, messaging, and positioning of software products.Excellent understanding of AI market trends, AI assistants, technology, and use cases.Experience with business users or developer audiences.Experience managing projects and relationships with internal and external resources (e.g., agencies)Experience defining customer journeys and content strategies for AI.Ability to articulate and present complex topics to senior leadership audience.Strong relationship building within and across board areas.Requirements8-10+ years of work experience; thereof 6-8 years if marketingBachelor’s Degree (or equivalent); Master’s/MBA preferred.About Our TeamThe Marketing & Solutions team for AI is a team of highly passionate and motivated individuals with complementing skillsets. Curiosity coupled with collaborating in a can-do attitude is what best describes this team.We build breakthroughs togetherSAP innovations help more than 400,000 customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with 200 million users and more than 100,000 employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, we build breakthroughs, together.We win with inclusionSAP’s culture of inclusion, focus on health and well-being, and flexible working models help ensure that everyone – regardless of background – feels included and can run at their best. At SAP, we believe we are made stronger by the unique capabilities and qualities that each person brings to our company, and we invest in our employees to inspire confidence and help everyone realize their full potential. We ultimately believe in unleashing all talent and creating a better and more equitable world.SAP is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to the values of Equal Employment Opportunity and provide accessibility accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team: Careers@sap.com.For SAP employees: Only permanent roles are eligible for the SAP Employee Referral Program, according to the eligibility rules set in the SAP Referral Policy. Specific conditions may apply for roles in Vocational Training.EOE AA M/F/Vet/DisabilityQualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, ethnicity, age, gender (including pregnancy, childbirth, et al), sexual orientation, gender identity or expression, protected veteran status, or disability.Compensation Range Transparency : SAP believes the value of pay transparency contributes towards an honest and supportive culture and is a significant step toward demonstrating SAP’s commitment to pay equity. SAP provides the annualized compensation range inclusive of base salary and variable incentive target for the career level applicable to the posted role. The targeted combined range for this position is 151,600-353,100 USD. The actual amount to be offered to the successful candidate will be within that range, dependent upon the key aspects of each case which may include education, skills, experience, scope of the role, location, etc. as determined through the selection process. Any SAP variable incentive includes a targeted dollar amount and any actual payout amount is dependent on company and personal performance. Please reference this link for a summary of SAP benefits and eligibility requirements: SAP North America Benefits.Requisition ID: 381337#J-18808-Ljbffr",https://www.mediabistro.com/jobs/159405720-product-marketing-expert-artificial-intelligence?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Business Intelligence Developer—Level III,iTech Solutions,"  Santa Monica, CA   ",via LinkedIn,"Business Intelligence Developer—Level III (x2)—Job Description

ARPA funded—one year term—Valleywise employee...

v6/28/2022

Facility: Valleywise Health Medical Center

Department: Clinical Informatics

Schedule: Regular FT 40 Hours Per Week

Shifts: Days

DIRECT HIRE $36.79 – $55.19

PLEASE DO NOT SUBMIT CANDIDATES OF THE FOLLOWING STATES:

o California

o North Dakota

o New York

o Ohio

o Pennsylvania

o Washington

Under the direction of the Manager of Business Intelligence and the Cogito Project Manager, this position has responsibility for the development, maintenance, integration, data governance and data reporting of Valleywise Health's business systems. This position analyzes existing and proposed vendor supplied software functionality (Epic/Cogito focused) for conformity with clinical health system and business workflow processes. Serves as a liaison to the clinical and business arenas, and provides subject matter expertise to translate data into information and actionable knowledge in the daily clinical or business applications practice. Utilizes specialized, proprietary software tool sets to enable reporting functionality; works within project teams to achieve team goals and outcomes; demonstrates the ability to handle multiple priorities and deadlines with independent judgment; provides measurable customer service, and performs duties within Valleywise Health missions and values. Creates and modifies more complex reports; troubleshoots more complex level issues. This position takes on a lead role in mentoring, developing junior analysts and educates others on best practices. In addition, this position aids in the development and maintenance of data governance standards. Based on acquired business and data knowledge, this position is able to assist end users on how to interpret data and results to drive business decisions.

Skills Required:

• Must be skilled in Microsoft Office products.

• Requires the ability to use complex analytical tools and methods to analyze and streamline business processes.

• Must be able to routinely apply working knowledge in multiple relevant disciplines through creative applications to problems/innovation.

• Must be able to maintain accountability for the timely resolution of specific issues and problems within a particular area, application, database, technology or system.

• Must demonstrate the ability to handle multiple priorities and deadlines with independent judgment.

• Must possess good interpersonal and communication skills both verbally and in writing including ability to inform, advise, instruct and persuade.

• Requires the ability to collect and analyze complex data; and perform workflow analysis and translate the outcome into definable software functionality.

• Requires ability to exercise considerable individual judgment and initiative in conducting the necessary facilitation and resolution of application/system design.

• Must be able to develop initiatives in innovative manner for effective resolution.

• Must be able to prepare and conduct effective presentations; assess priorities and self-time manage through deliverables; and coordinate activities with diverse groups and individuals.

• Requires the ability to read, write and speak effectively in English.

Experience Required:

• Requires five (5) years of progressively responsible development, maintenance, integration, data governance or data reporting related experience with business systems that demonstrates a thorough understanding of the required knowledge, skills, and abilities.

• Required:

o 5+ years of Healthcare Data and Analytics experience.

o Hands-on clarity and caboodle report writing experience including:

o 4+ years’ experience with Clarity Report writing.

o 2+ years’ experience with Caboodle Report writing.

o 1+ years’ experience with Slicer Dicer Development

o Epic Cogito certification is REQUIRED

Experience Preferred:

• Experience working with Crystal Reports and other reporting tools is preferred.

Education Required:

• Requires a Bachelor's degree in Business, Information Systems (IS) or related field; or an equivalent combination of training and progressively responsible experience that will result in the required specialized knowledge and abilities to perform the assigned work in lieu of degree. A Master's degree is preferred and may substitute for up to two (2) years of required experience; and a Doctorate degree may substitute for all required experience",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-itech-solutions-3715205312?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Android Developer (Artificial Intelligence Startup),MoTek Technologies,"  Mountain View, CA   ",via MoTek Technologies,"We are looking for an experienced Android Developer who possesses a passion for pushing

mobile technologies to the limits and to lead the development of our app for the Android...

platform. This Android app developer will work with our team of talented engineers to design

and build the next generation of deep-learning artificial intelligence.

As an Android developer, you will be:

Designing and building advanced applications for the Android platform

Qualifications:

5+ years of work experience building Android applications in Java using the Android

SDK and deep familiarity with Linux and AWS environment

Excellent coding abilities in Core Java programming (things like variables, lists, loops,

control structures, object oriented concepts like class vs structures)

Hands-on experience in the full life cycle of android application development such as:

o A basic understanding of layouts and views

o Activities and their lifecycle

o User input

o Getting data from the web

o Storing data

o Collection views (like ListViews) and Adapters (default and custom)

o Action Bar

o Accommodating different screen sizes and densities
• Strong knowledge in working with APIs and RESTful web service

Passion to evaluate and deploy the latest technology and SDKs to build elegant,

responsive user experiences on the android platform

Experience in building push notifications & Toast

Ability to communicate effectively with peers in design, product management,

technology, and engineering to respond to requirements and diagnose problems

Motivation to quickly build prototypes and solve tough technical challenges

Focus on optimizing user experience through understanding of total system design from

UI to server communications

Strong understanding and experience in multi-threading, memory management, and

network communication on Android devices

BS or MS in computer science or related field",https://motektech.com/job/motek-technologies-mountain-view-9-android-developer-artificial-intelligence-startup/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Software Development Engineer - Intelligence Platform,Apple,"  Cupertino, CA   ",via Careers At Apple,"Summary
Posted: Nov 3, 2023
Weekly Hours: 40...
Role Number:200518483

At Apple, creative ideas grow into extraordinary products, services, and customer experiences. Here is your opportunity to be part of an incredible engineering team building features to surprise and delight customers on the iPhone, Mac, Apple Watch, Vision Pro, and more.

Intelligence Platform is the foundation to power an intelligent system experience that understands you and anticipates your needs. We are building an on-device personal and contextual intelligence platform that will benefit the millions of people who use Apple devices every day. As part of this team, you will be responsible for building knowledge serving sub-systems & APIs, and developing on-device data processing runtime & storage. You will have the opportunity to both learn from and mentor others, and to advance your career in our close-knit, growing team!

Key Qualifications

Key Qualifications
• Ability to write reliable, resilient, performant and well-tested code
• Strong problem solving and debugging skills
• Outstanding communication and presentation skills
• Familiarity with database systems and operating system concepts
• Experience with macOS/iOS development is a plus

Description

Description
We are a growing, talented, and motivated team focused on building intelligent features across Apple products. These features make users more efficient by predicting and accelerating the user experience while respecting privacy. We collaborate with many different teams at Apple to create groundbreaking technology.

You will bring your expertise and passion for solving challenging, real-world problems into our team. You’ll build state-of-the-art, on-device, privacy preserving, and performant intelligent systems. You will be able to contribute to a variety of aspects in our stack. You will ship code that runs on the devices that many people use every day.

To succeed in this role, you must be a strong programmer and a creative problem solver who thrives in a fast-paced environment, working across teams and organizations. You enjoy learning new things and you possess strong skills in object-oriented software design and debugging. You are excited about developing new features, improving existing code, and contributing to overall system design.

Education & Experience

Education & Experience
Strong computer science fundamentals required - no matter how you got them
B.S or M.S in Computer Science, or equivalent experience

Additional Requirements

Additional Requirements

Pay & Benefits

Pay & Benefits
• At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $138,900.00 and $256,500.00, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.

Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics",https://jobs.apple.com/en-us/details/200527950/aiml-mobile-frameworks-software-engineer-siri-and-information-intelligence?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Artificial Intelligence Mobile App Developer. - Contract to Hire,Upwork, Anywhere ,via Upwork,"Artificial Intelligence Mobile App Developer.

Artificial Intelligence Mobile App Developer.",https://www.upwork.com/freelance-jobs/apply/Experienced-Mobile-App-Developer-Wanted-for-Fitness-App_~01462c3b35fef03527/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Mobile Software Engineer,Agent IQ, Anywhere ,via ZipRecruiter,"About Us

Agent IQ is a recently funded, rapidly growing mid-stage fintech company. Agent IQ is making intelligent, frictionless digital engagement easy and profitable. Our Lynq digital engagement platform improves communication and engagement between financial institutions and their customers and enables a personal service model. The platform has built in AI/automation functionality to... seamlessly improve efficiency, help employees and generate insights about customer needs. We're excited about our growth and the opportunities ahead as we continue to change the way FIs service their customers in digital space. To achieve this we're building an amazing team, and here’s where you come in.

Role Description

The Agent IQ Lynq Mobile team is building intelligent and improved banker communication experiences across web, iOS, and Android to recreate the local, personal, banking experience in a digital world. As a key member of the team you will drive innovation and solutions from ideation to deployment. We believe in strong partnership, lean development, making iterative improvements, flexibility, technical excellence, and getting customer feedback early and often. If that reads like the perfect setup for you to thrive, we’d like to hear from you.

What you’ll do:
• Be a part of our core mobile team, utilizing the latest technologies and developing ever improving strategies to best deliver high quality code.
• Own the development and quality of features being implemented .
• Provide and participate in code reviews to assess overcall code quality and flexibility, and the application of good programming techniques.
• Drive continuous improvement and delivery in our software development process within an agile development team.
• Translate functional specifications into logical, component-based technical designs.
• Work closely in a collaborative environment with other hardworking developers around the world.

Who you are:
• BS/MS degree in Computer Science, Engineering or equivalent industry experience.
• 2+ years of experience working in an Android/iOS environment.
• Mobile hybrid experience with React Native, Ionic, or equivalent is a strong plus.
• JavaScript ES6 knowledge and usage should be 2nd nature
• Knowledge of API service connection paradigms.
• Understanding of client/server architectures.
• Understanding of mobile development standard methodologies.
• The desire to pick up, learn and run with new technologies and frameworks.
• A love for all aspects of application development, from brainstorming and design to implementation and launch.
• A dedicated software engineer with experience seeking a variety of outstanding challenges.

Perks
• Competitive salary + equity
• Full medical/dental/vision benefits
• Unlimited PTO policy
• Work from home
• Google apps, Dropbox, Drive, Slack, Mac (or PC) everything
• Agent IQ swag
• Great teammates

This is a remote (work from home) position

Powered by JazzHR

rtAj4uazWp","https://www.ziprecruiter.com/c/Agent-IQ/Job/Mobile-Software-Engineer/-in-San-Francisco,CA?jid=2a4ad684f62cf510&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Business Intelligence Developer,iTech Solutions, Anywhere ,via LinkedIn,"Title: Business Intelligence Developer
Location: Reston Virginia 20190 - Remote
Duration: 6 months assignment with the possibility of extension...
Job Id: 1482

Must Have
• bachelor’s degree
• salesforce
• SQL
• Tableau Desktop (v2018 forward)
• Tableau Server (v2018 forward)

Nice To Have
• AWS - Athena
• AWS - EMR Spark
• AWS Lambda
• AWS S3
• AWS - SNS/SQS
• react.js
• RedShift
• Tableau API Integration

Team: Pre-AP Business Planning & Data team - while this is not within the ""tech"" organization, it is considered a technology role (up to 45% mark-up). This team manages reporting and works closely with Oscar Garcia's team (currently have an opening with him, too).
Project: This is a project they expect to go ""about 6 months"" and need the person to start Tuesday, 1/10/23. The position will own the project deliverables and build out the logic and development of reports from Salesforce to Tableau.
Profile: Developer with similar experience building reports from salesforce in tableau.
Technology Novice (1) Intermediate (2) Advanced (3) Expert (4) SQL 3 Tableau Desktop (v2018 forward) 4 Tableau Server (v2018 forward) 3 Tableau API Integration 2 AWS - S3 2 AWS - Athena 2 Redshift 2 AWS - EMR/Spark 1 AWS - Lambda 1 AWS - SNS/SQS 1 React.js 1 Salesforce.com 2
Position Summary
In support of the Pre-AP Programs, BI developer will centralize program performance reporting into a unique dashboard with multiple product views – e.g., new vs. renewal business expectations, professional learning metrics, etc. All data will be sourced from Salesforce across numerous objects.
Primary Responsibilities
The Business Intelligence developer will:
• Develop a performance reporting solution in Tableau from concept to deployment. Data to be sourced from Salesforce.
• Focus on designing and developing an effective user-friendly reporting asset including user interface.
• Implement business requirements using practical and established solutions.
• Work in collaboration with internal staff and stakeholders to execute vision in a timely manner.
• Follow best practices around version control, unit tests, and automated build processes.
• Build a lightweight internal user guide with a focus on future iteration. Support training.
• Familiar with the Salesforce platform, how to access SF objects using Tableau Desktop, and follow best practices when accessing large datasets in SF to optimize performance.
About you
The Assistant Director of Business Operations will have:
• BA/BS required (major in an analytical field desired)
• A minimum of 5 to 10+ years’ work-related experience.
• Experience in hands-on development of reporting applications for the Web in a professional environment
• Self-starter, ability to set priorities, work independently and attain goals.
• Versed on the agile methodology and best practices
• Strong analytical thinking and structured problem-solving ability
• Exhibit great communication and practical decision-making skills",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-itech-solutions-3715205312?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
AI powered App Development,Upwork, Anywhere ,via Upwork,"I am looking to develop an AI powered app, preferably in the health & wellness space, but willing to consider other spaces. I am not looking to start from the very beginning, looking for a developer or firm that has developed AI powered apps with an existing code base that would be willing to take what they have, modify and add features and change the ux/ui. Reply with the type of app you have & the price. Interested in launching many apps quickly to see which work, so these could become long term partnerships",https://www.upwork.com/freelance-jobs/apply/Experienced-Mobile-App-Developer-Wanted-for-Fitness-App_~01462c3b35fef03527/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Experienced Mobile App Developer Wanted for AI Fitness App,Upwork, Anywhere ,via Upwork,"Greetings,

I am currently in search of a skilled mobile app developer to collaborate on the creation of an AI fitness application from scratch. This project demands a focus on delivering a high-quality product efficiently...

Key Features:

1. Technical Proficiency:

- Proven expertise in mobile app development, specifically building applications from the ground up.

- Implementation of core features, including user authentication via phone number and email, push notifications, and reminder settings.

2. Fitness Planning and Tracking:

- Development of personalized workout plans tailored to user details.

- Integration of a seamless point-tracking system based on hourly workout routines.

- Inclusion of statistics to track weight loss progress.

3. User-Centric Design:

- Creation of an intuitive and user-friendly interface for a seamless sign-up process and data entry.

- Implementation of a secure payment gateway for premium features.

4. Nutritional Guidance:

- Integration of a feature suggesting both vegetarian and non-vegetarian diet plans.

- Provision of daily nutritional points aligned with users' fitness goals.

5. Engagement and Motivation:

- Incorporation of animated exercise demonstrations to enhance user understanding.

- Inclusion of a motivational workout playlist within the app.

6. Data Visualization:

- Presentation of detailed statistics and progress reports related to weight loss.

If you have a strong background in mobile app development, particularly in building applications from scratch, and possess the required technical skills, I would like to discuss this project further.

Thank you",https://www.upwork.com/freelance-jobs/apply/Experienced-Mobile-App-Developer-Wanted-for-Fitness-App_~01462c3b35fef03527/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
"AIML - Mobile Frameworks Software Engineer, Siri and Information...",Apple,"  Seattle, WA   ",via Careers At Apple,"Summary
Posted: Dec 15, 2023
Weekly Hours: 40...
Role Number:200527950

Would you like to play a part in shipping groundbreaking technology for large scale systems, natural language, and artificial intelligence? You will be providing the foundations by building maintaining and developing frameworks to make Siri and other AIML related products more testable for existing and new features, integrating products and frameworks that can interact with, propose new innovative, challenging and scalable solutions to support our automation infrastructure across multiple cross functional teams that help drive the sustainability and quality of AIML products.

Key Qualifications

Key Qualifications
• 6+ years as Software Development Engineer.
• 4+ years of Designing and Architecting tools and frameworks.
• Proficient with Swift or Objective-C for client development.
• Experienced in multiple design patterns.
• Experienced in Machine Learning.
• Excellent leadership in driving the development of tools and frameworks driven towards excellence in quality.
• Shown problem solving and debugging skills: analyze and investigate test failures, errors, and build issues, able to properly drive issues to completion and support issues with data.
• Excellent verbal and written communications skills.
• Possess an outgoing and positive attitude to mobilize and lead others.

Description

Description
The Machine Learning Systems and Evaluation Engineering (MLSEE) team is developing frameworks and tools for making Siri and other AIML related products more testable across all the OS stack. As a result, we need to keep a continuous development of our tools and frameworks that guarantee the testability and scalability of Siri and AIML products for automation. The role is to design architectures that help integrate keeping the pace on a very dynamical environment, build all necessary APIs, frameworks and libraries so that Development and Evaluation teams can benefit from it for writing their tests, support features and evaluate them. Ensure the scalability and sustainability of the framework to solve new challenging problems that currently exists and that will come as the continuous growth and support of Apple features and products.

Education & Experience

Education & Experience
BS or MS Degree in Computer Science or equivalent work experience

Additional Requirements

Additional Requirements

Pay & Benefits

Pay & Benefits
• At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $161,700.00 and $284,900.00, and your base pay will depend on your skills, qualifications, experience, and location.

Apple employees also have the opportunity to become an Apple shareholder through participation in Apple’s discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple’s Employee Stock Purchase Plan. You’ll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses — including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits.

Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.

Apple is an equal opportunity employer that is committed to inclusion and diversity. We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics",https://jobs.apple.com/en-us/details/200527950/aiml-mobile-frameworks-software-engineer-siri-and-information-intelligence?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
